Table:CsvMysteryShop,,,,,,,,,,,,
tid,level,commodity_group,num,is_free,paid_refresh,commodity_id,discription:s,price_type:PriceType,price,,,
111064,1,1,1,1,154,200622,中级速度之二,钻石,800,,,
111065,1,1,1,1,154,200623,中级速度之三,钻石,800,,,
111066,1,1,1,1,154,200624,中级速度之四,钻石,800,,,
111067,1,1,1,1,155,200721,中级血量之一,钻石,800,,,
111068,1,1,1,1,155,200722,中级血量之二,钻石,800,,,
111069,1,1,1,1,155,200723,中级血量之三,钻石,800,,,
111070,1,1,1,1,155,200724,中级血量之四,钻石,800,,,
111071,1,1,1,1,0,200821,中级韧性之一,钻石,1000,,,
111072,1,1,1,1,0,200822,中级韧性之二,钻石,1000,,,
111073,1,1,1,1,0,200823,中级韧性之三,钻石,1000,,,
111074,1,1,1,1,0,200824,中级韧性之四,钻石,1000,,,
111075,1,1,1,1,154,200921,中级物攻之一,钻石,800,,,
111076,1,1,1,1,154,200922,中级物攻之二,钻石,800,,,
111077,1,1,1,1,154,200923,中级物攻之三,钻石,800,,,
111078,1,1,1,1,154,200924,中级物攻之四,钻石,800,,,
111079,1,1,1,1,154,201021,中级物防之一,钻石,800,,,
111080,1,1,1,1,154,201022,中级物防之二,钻石,800,,,
111081,1,1,1,1,154,201023,中级物防之三,钻石,800,,,
111082,1,1,1,1,154,201024,中级物防之四,钻石,800,,,
111083,1,1,1,1,154,201121,中级法攻之一,钻石,800,,,
111084,1,1,1,1,154,201122,中级法攻之二,钻石,800,,,
111085,1,1,1,1,154,201123,中级法攻之三,钻石,800,,,
111086,1,1,1,1,154,201124,中级法攻之四,钻石,800,,,
111087,1,1,1,1,154,201221,中级法防之一,钻石,800,,,
111088,1,1,1,1,154,201222,中级法防之二,钻石,800,,,
111089,1,1,1,1,154,201223,中级法防之三,钻石,800,,,
111090,1,1,1,1,154,201224,中级法防之四,钻石,800,,,
111091,1,1,1,1,0,201321,中级穿透之一,钻石,1000,,,
111092,1,1,1,1,0,201322,中级穿透之二,钻石,1000,,,
111093,1,1,1,1,0,201323,中级穿透之三,钻石,1000,,,
111094,1,1,1,1,0,201324,中级穿透之四,钻石,1000,,,
111095,1,1,1,1,0,201521,中级受治疗之一,钻石,1000,,,
111096,1,1,1,1,0,201522,中级受治疗之二,钻石,1000,,,
111097,1,1,1,1,0,201523,中级受治疗之三,钻石,1000,,,
111098,1,1,1,1,0,201524,中级受治疗之四,钻石,1000,,,
112001,1,2,750,1,1000,108,战魂,钻石,50,,,
112002,1,2,1500,1,2000,108,战魂,钻石,100,,,
112003,1,2,3000,1,1000,108,战魂,钻石,200,,,
112004,1,2,20000,1,600,107,铜币,钻石,30,,,
112005,1,2,50000,1,300,107,铜币,钻石,75,,,
112006,1,2,100000,1,100,107,铜币,钻石,150,,,
112007,1,2,1,1,3000,40053,鉴定之书,钻石,25,,,
112008,1,2,1,1,2000,40053,鉴定之书,英魂,25,,,
113001,1,3,1,1,279,2006,暴风摄政王碎片,英魂,90,,,
113002,1,3,1,1,279,2014,霜狼督军碎片,英魂,90,,,
113003,1,3,1,1,279,2017,基丹碎片,英魂,90,,,
113004,1,3,1,1,279,2026,山丘之王碎片,英魂,90,,,
113005,1,3,1,1,279,2029,守望者碎片,英魂,90,,,
113006,1,3,1,1,279,2030,刺客碎片,英魂,90,,,
113007,1,3,1,1,278,2008,先知碎片,英魂,135,,,
113008,1,3,1,1,278,2010,大法师碎片,英魂,135,,,
113009,1,3,1,1,279,2013,灰舌死誓者碎片,英魂,135,,,
113010,1,3,1,1,279,2024,暗矛巨魔碎片,英魂,90,,,
113011,1,3,1,1,279,2005,银白十字军碎片,英魂,90,,,
113012,1,3,1,1,278,2009,大主教碎片,英魂,90,,,
113013,1,3,1,1,279,2015,天灾首领碎片,英魂,90,,,
113014,1,3,1,1,278,2016,暮光首领碎片,英魂,135,,,
113015,1,3,1,1,278,2021,符文图腾碎片,英魂,90,,,
113016,1,3,1,1,278,2018,恐惧魔王碎片,英魂,90,,,
113017,1,3,1,1,278,2023,盘牙女王碎片,英魂,90,,,
113018,1,3,1,1,278,2003,血魔碎片,英魂,135,,,
113019,1,3,2,1,277,2003,血魔碎片,英魂,270,,,
113020,1,3,2,1,277,2006,暴风摄政王碎片,英魂,180,,,
113021,1,3,2,1,277,2014,霜狼督军碎片,英魂,180,,,
113022,1,3,2,1,277,2017,基丹碎片,英魂,180,,,
113023,1,3,2,1,277,2026,山丘之王碎片,英魂,180,,,
113024,1,3,2,1,277,2029,守望者碎片,英魂,180,,,
113025,1,3,2,1,277,2030,刺客碎片,英魂,180,,,
113026,1,3,2,1,277,2008,先知碎片,英魂,270,,,
113027,1,3,2,1,277,2024,暗矛巨魔碎片,英魂,180,,,
113028,1,3,2,1,277,2005,银白十字军碎片,英魂,180,,,
113029,1,3,2,1,277,2009,大主教碎片,英魂,180,,,
113030,1,3,2,1,277,2015,天灾首领碎片,英魂,180,,,
113031,1,3,2,1,277,2010,大法师碎片,英魂,270,,,
113032,1,3,2,1,277,2013,灰舌死誓者碎片,英魂,270,,,
113033,1,3,2,1,277,2016,暮光首领碎片,英魂,270,,,
113034,1,3,2,1,277,2021,符文图腾碎片,英魂,180,,,
113035,1,3,2,1,277,2018,恐惧魔王碎片,英魂,180,,,
113036,1,3,2,1,277,2023,盘牙女王碎片,英魂,180,,,
114001,1,4,1,1,239,2104,影牙指挥官碎片,英魂,30,,,
114002,1,4,1,1,239,2105,血色指挥官碎片,英魂,30,,,
114003,1,4,1,1,239,2107,大检察官碎片,英魂,30,,,
114004,1,4,1,1,238,2112,影牙堡主碎片,英魂,30,,,
114005,1,4,1,1,239,2117,灰葬男爵碎片,英魂,30,,,
114006,1,4,1,1,238,2122,荆棘谷猎手碎片,英魂,30,,,
114007,1,4,1,1,238,2109,审讯官碎片,英魂,30,,,
114008,1,4,1,1,238,2128,大范碎片,英魂,30,,,
114009,1,4,1,1,238,2130,凡妮莎碎片,英魂,30,,,
114010,1,4,1,1,238,2124,沙顶酋长碎片,英魂,30,,,
114011,1,4,1,1,238,2111,巫妖碎片,英魂,30,,,
114012,1,4,1,1,238,2115,督军碎片,英魂,30,,,
114013,1,4,1,1,238,2110,奥法师碎片,英魂,30,,,
114014,1,4,1,1,238,2114,水占师碎片,英魂,30,,,
114015,1,4,1,1,238,2113,预言者碎片,英魂,30,,,
114016,1,4,1,1,238,2125,赫洛德碎片,英魂,30,,,
114017,1,4,1,1,238,2106,大帝碎片,英魂,30,,,
114018,1,4,1,1,238,2116,加丁碎片,英魂,30,,,
114019,1,4,1,1,238,2118,巴纳扎尔碎片,英魂,30,,,
114020,1,4,1,1,238,2120,被诅咒的塞雷布拉斯碎片,英魂,30,,,
114021,1,4,1,1,238,2127,黑手碎片,英魂,30,,,
114022,1,4,2,1,238,2104,影牙指挥官碎片,英魂,60,,,
114023,1,4,2,1,238,2105,血色指挥官碎片,英魂,60,,,
114024,1,4,2,1,238,2107,大检察官碎片,英魂,60,,,
114025,1,4,2,1,238,2112,影牙堡主碎片,英魂,60,,,
114026,1,4,2,1,238,2117,灰葬男爵碎片,英魂,60,,,
114027,1,4,2,1,238,2122,荆棘谷猎手碎片,英魂,60,,,
114028,1,4,2,1,238,2109,审讯官碎片,英魂,60,,,
114029,1,4,2,1,238,2128,大范碎片,英魂,60,,,
114030,1,4,2,1,238,2130,凡妮莎碎片,英魂,60,,,
114031,1,4,2,1,238,2124,沙顶酋长碎片,英魂,60,,,
114032,1,4,2,1,238,2111,巫妖碎片,英魂,60,,,
114033,1,4,2,1,238,2115,督军碎片,英魂,60,,,
114034,1,4,2,1,238,2110,奥法师碎片,英魂,60,,,
114035,1,4,2,1,238,2114,水占师碎片,英魂,60,,,
114036,1,4,2,1,238,2113,预言者碎片,英魂,60,,,
114037,1,4,2,1,238,2125,赫洛德碎片,英魂,60,,,
114038,1,4,2,1,238,2106,大帝碎片,英魂,60,,,
114039,1,4,2,1,238,2116,加丁碎片,英魂,60,,,
114040,1,4,2,1,238,2118,巴纳扎尔碎片,英魂,60,,,
114041,1,4,2,1,238,2120,被诅咒的塞雷布拉斯碎片,英魂,60,,,
114042,1,4,2,1,238,2127,黑手碎片,英魂,60,,,
115001,1,5,1,1,111,2006,暴风摄政王碎片,英魂,90,,,
115002,1,5,1,1,111,2014,霜狼督军碎片,英魂,90,,,
115003,1,5,1,1,111,2017,基丹碎片,英魂,90,,,
115004,1,5,1,1,111,2026,山丘之王碎片,英魂,90,,,
115005,1,5,1,1,112,2029,守望者碎片,英魂,90,,,
115006,1,5,1,1,112,2030,刺客碎片,英魂,90,,,
115007,1,5,1,1,111,2008,先知碎片,英魂,135,,,
115008,1,5,1,1,111,2010,大法师碎片,英魂,135,,,
115009,1,5,1,1,111,2013,灰舌死誓者碎片,英魂,135,,,
115010,1,5,1,1,111,2024,暗矛巨魔碎片,英魂,90,,,
115011,1,5,1,1,112,2005,银白十字军碎片,英魂,90,,,
115012,1,5,1,1,111,2009,大主教碎片,英魂,90,,,
115013,1,5,1,1,111,2015,天灾首领碎片,英魂,90,,,
115014,1,5,1,1,111,2016,暮光首领碎片,英魂,135,,,
115015,1,5,1,1,111,2021,符文图腾碎片,英魂,90,,,
115016,1,5,1,1,112,2018,恐惧魔王碎片,英魂,90,,,
115017,1,5,1,1,111,2023,盘牙女王碎片,英魂,90,,,
115018,1,5,1,1,111,2003,血魔碎片,英魂,135,,,
115019,1,5,2,1,111,2003,血魔碎片,英魂,270,,,
115020,1,5,2,1,111,2006,暴风摄政王碎片,英魂,180,,,
115021,1,5,2,1,111,2014,霜狼督军碎片,英魂,180,,,
115022,1,5,2,1,111,2017,基丹碎片,英魂,180,,,
115023,1,5,2,1,111,2026,山丘之王碎片,英魂,180,,,
115024,1,5,2,1,111,2029,守望者碎片,英魂,180,,,
115025,1,5,2,1,111,2030,刺客碎片,英魂,180,,,
115026,1,5,2,1,111,2008,先知碎片,英魂,270,,,
115027,1,5,2,1,111,2024,暗矛巨魔碎片,英魂,180,,,
115028,1,5,2,1,111,2005,银白十字军碎片,英魂,180,,,
115029,1,5,2,1,111,2009,大主教碎片,英魂,180,,,
115030,1,5,2,1,111,2015,天灾首领碎片,英魂,180,,,
115031,1,5,2,1,111,2010,大法师碎片,英魂,270,,,
115032,1,5,2,1,111,2013,灰舌死誓者碎片,英魂,270,,,
115033,1,5,2,1,111,2016,暮光首领碎片,英魂,270,,,
115034,1,5,2,1,111,2021,符文图腾碎片,英魂,180,,,
115035,1,5,2,1,111,2018,恐惧魔王碎片,英魂,180,,,
115036,1,5,2,1,111,2023,盘牙女王碎片,英魂,180,,,
115037,1,5,1,1,143,2104,影牙指挥官碎片,英魂,30,,,
115038,1,5,1,1,143,2105,血色指挥官碎片,英魂,30,,,
115039,1,5,1,1,143,2107,大检察官碎片,英魂,30,,,
115040,1,5,1,1,143,2112,影牙堡主碎片,英魂,30,,,
115041,1,5,1,1,143,2117,灰葬男爵碎片,英魂,30,,,
115042,1,5,1,1,143,2122,荆棘谷猎手碎片,英魂,30,,,
115043,1,5,1,1,143,2109,审讯官碎片,英魂,30,,,
115044,1,5,1,1,143,2128,大范碎片,英魂,30,,,
115045,1,5,1,1,143,2130,凡妮莎碎片,英魂,30,,,
115046,1,5,1,1,143,2124,沙顶酋长碎片,英魂,30,,,
115047,1,5,1,1,143,2111,巫妖碎片,英魂,30,,,
115048,1,5,1,1,143,2115,督军碎片,英魂,30,,,
115049,1,5,1,1,143,2110,奥法师碎片,英魂,30,,,
115050,1,5,1,1,143,2114,水占师碎片,英魂,30,,,
115051,1,5,1,1,143,2113,预言者碎片,英魂,30,,,
115052,1,5,1,1,143,2125,赫洛德碎片,英魂,30,,,
115053,1,5,1,1,143,2106,大帝碎片,英魂,30,,,
115054,1,5,1,1,143,2116,加丁碎片,英魂,30,,,
115055,1,5,1,1,143,2118,巴纳扎尔碎片,英魂,30,,,
115056,1,5,1,1,143,2120,被诅咒的塞雷布拉斯碎片,英魂,30,,,
115057,1,5,1,1,143,2127,黑手碎片,英魂,30,,,
115058,1,5,2,1,143,2104,影牙指挥官碎片,英魂,60,,,
115059,1,5,2,1,143,2105,血色指挥官碎片,英魂,60,,,
115060,1,5,2,1,142,2107,大检察官碎片,英魂,60,,,
115061,1,5,2,1,143,2112,影牙堡主碎片,英魂,60,,,
115062,1,5,2,1,142,2117,灰葬男爵碎片,英魂,60,,,
115063,1,5,2,1,142,2122,荆棘谷猎手碎片,英魂,60,,,
115064,1,5,2,1,143,2109,审讯官碎片,英魂,60,,,
115065,1,5,2,1,143,2128,大范碎片,英魂,60,,,
115066,1,5,2,1,143,2130,凡妮莎碎片,英魂,60,,,
115067,1,5,2,1,143,2124,沙顶酋长碎片,英魂,60,,,
115068,1,5,2,1,143,2111,巫妖碎片,英魂,60,,,
115069,1,5,2,1,143,2115,督军碎片,英魂,60,,,
115070,1,5,2,1,143,2110,奥法师碎片,英魂,60,,,
115071,1,5,2,1,143,2114,水占师碎片,英魂,60,,,
115072,1,5,2,1,143,2113,预言者碎片,英魂,60,,,
115073,1,5,2,1,143,2125,赫洛德碎片,英魂,60,,,
115074,1,5,2,1,143,2106,大帝碎片,英魂,60,,,
115075,1,5,2,1,143,2116,加丁碎片,英魂,60,,,
115076,1,5,2,1,142,2118,巴纳扎尔碎片,英魂,60,,,
115077,1,5,2,1,142,2120,被诅咒的塞雷布拉斯碎片,英魂,60,,,
115078,1,5,2,1,142,2127,黑手碎片,英魂,60,,,
116001,1,6,1,1,1400,42001,宁神花,英魂,10,,,
116002,1,6,1,1,1400,42002,银叶草,英魂,10,,,
116003,1,6,1,1,1300,42003,石南草,英魂,10,,,
116004,1,6,1,1,900,42004,荆棘藻,英魂,10,,,
116005,1,6,2,1,1120,42001,宁神花,英魂,20,,,
116006,1,6,2,1,1120,42002,银叶草,英魂,20,,,
116007,1,6,2,1,1040,42003,石南草,英魂,20,,,
116008,1,6,2,1,720,42004,荆棘藻,英魂,20,,,
116009,1,6,3,1,280,42001,宁神花,英魂,30,,,
116010,1,6,3,1,280,42002,银叶草,英魂,30,,,
116011,1,6,3,1,260,42003,石南草,英魂,30,,,
116012,1,6,3,1,180,42004,荆棘藻,英魂,30,,,
121001,1,1,1,2,0,200011,初级格挡之一,钻石,100,,,
121002,1,1,1,2,0,200012,初级格挡之二,钻石,100,,,
121003,1,1,1,2,0,200013,初级格挡之三,钻石,100,,,
121004,1,1,1,2,0,200111,初级抵抗之一,钻石,100,,,
121005,1,1,1,2,0,200112,初级抵抗之二,钻石,100,,,
121006,1,1,1,2,0,200113,初级抵抗之三,钻石,100,,,
121007,1,1,1,2,0,200211,初级命中之一,钻石,100,,,
121008,1,1,1,2,0,200212,初级命中之二,钻石,100,,,
121009,1,1,1,2,0,200213,初级命中之三,钻石,100,,,
121010,1,1,1,2,0,200311,初级闪避之一,钻石,100,,,
121011,1,1,1,2,0,200312,初级闪避之二,钻石,100,,,
121012,1,1,1,2,0,200313,初级闪避之三,钻石,100,,,
121013,1,1,1,2,0,200411,初级暴击之一,钻石,100,,,
121014,1,1,1,2,0,200412,初级暴击之二,钻石,100,,,
121015,1,1,1,2,0,200413,初级暴击之三,钻石,100,,,
121016,1,1,1,2,350,200611,初级速度之一,钻石,100,,,
121017,1,1,1,2,350,200612,初级速度之二,钻石,100,,,
121018,1,1,1,2,350,200613,初级速度之三,钻石,100,,,
121019,1,1,1,2,350,200711,初级血量之一,钻石,100,,,
121020,1,1,1,2,350,200712,初级血量之二,钻石,100,,,
121021,1,1,1,2,350,200713,初级血量之三,钻石,100,,,
121022,1,1,1,2,0,200811,初级韧性之一,钻石,100,,,
121023,1,1,1,2,0,200812,初级韧性之二,钻石,100,,,
121024,1,1,1,2,0,200813,初级韧性之三,钻石,100,,,
121025,1,1,1,2,350,200911,初级物攻之一,钻石,100,,,
121026,1,1,1,2,350,200912,初级物攻之二,钻石,100,,,
121027,1,1,1,2,350,200913,初级物攻之三,钻石,100,,,
121028,1,1,1,2,350,201011,初级物防之一,钻石,100,,,
121029,1,1,1,2,350,201012,初级物防之二,钻石,100,,,
121030,1,1,1,2,350,201013,初级物防之三,钻石,100,,,
121031,1,1,1,2,350,201111,初级法攻之一,钻石,100,,,
121032,1,1,1,2,350,201112,初级法攻之二,钻石,100,,,
121033,1,1,1,2,350,201113,初级法攻之三,钻石,100,,,
121034,1,1,1,2,350,201211,初级法防之一,钻石,100,,,
121035,1,1,1,2,350,201212,初级法防之二,钻石,100,,,
121036,1,1,1,2,350,201213,初级法防之三,钻石,100,,,
121037,1,1,1,2,0,201311,初级穿透之一,钻石,100,,,
121038,1,1,1,2,0,201312,初级穿透之二,钻石,100,,,
121039,1,1,1,2,0,201313,初级穿透之三,钻石,100,,,
121040,1,1,1,2,0,201511,初级受治疗之一,钻石,100,,,
121041,1,1,1,2,0,201512,初级受治疗之二,钻石,100,,,
121042,1,1,1,2,0,201513,初级受治疗之三,钻石,100,,,
121043,1,1,1,2,0,200021,中级格挡之一,钻石,1000,,,
121044,1,1,1,2,0,200022,中级格挡之二,钻石,1000,,,
121045,1,1,1,2,0,200023,中级格挡之三,钻石,1000,,,
121046,1,1,1,2,0,200024,中级格挡之四,钻石,1000,,,
121047,1,1,1,2,0,200121,中级抵抗之一,钻石,1000,,,
121048,1,1,1,2,0,200122,中级抵抗之二,钻石,1000,,,
121049,1,1,1,2,0,200123,中级抵抗之三,钻石,1000,,,
121050,1,1,1,2,0,200124,中级抵抗之四,钻石,1000,,,
121051,1,1,1,2,0,200221,中级命中之一,钻石,1000,,,
121052,1,1,1,2,0,200222,中级命中之二,钻石,1000,,,
121053,1,1,1,2,0,200223,中级命中之三,钻石,1000,,,
121054,1,1,1,2,0,200224,中级命中之四,钻石,1000,,,
121055,1,1,1,2,0,200321,中级闪避之一,钻石,1000,,,
121056,1,1,1,2,0,200322,中级闪避之二,钻石,1000,,,
121057,1,1,1,2,0,200323,中级闪避之三,钻石,1000,,,
121058,1,1,1,2,0,200324,中级闪避之四,钻石,1000,,,
121059,1,1,1,2,0,200421,中级暴击之一,钻石,1000,,,
121060,1,1,1,2,0,200422,中级暴击之二,钻石,1000,,,
121061,1,1,1,2,0,200423,中级暴击之三,钻石,1000,,,
121062,1,1,1,2,0,200424,中级暴击之四,钻石,1000,,,
121063,1,1,1,2,154,200621,中级速度之一,钻石,800,,,
121064,1,1,1,2,154,200622,中级速度之二,钻石,800,,,
121065,1,1,1,2,154,200623,中级速度之三,钻石,800,,,
121066,1,1,1,2,154,200624,中级速度之四,钻石,800,,,
121067,1,1,1,2,155,200721,中级血量之一,钻石,800,,,
121068,1,1,1,2,155,200722,中级血量之二,钻石,800,,,
121069,1,1,1,2,155,200723,中级血量之三,钻石,800,,,
121070,1,1,1,2,155,200724,中级血量之四,钻石,800,,,
121071,1,1,1,2,0,200821,中级韧性之一,钻石,1000,,,
121072,1,1,1,2,0,200822,中级韧性之二,钻石,1000,,,
121073,1,1,1,2,0,200823,中级韧性之三,钻石,1000,,,
121074,1,1,1,2,0,200824,中级韧性之四,钻石,1000,,,
121075,1,1,1,2,154,200921,中级物攻之一,钻石,800,,,
121076,1,1,1,2,154,200922,中级物攻之二,钻石,800,,,
121077,1,1,1,2,154,200923,中级物攻之三,钻石,800,,,
121078,1,1,1,2,154,200924,中级物攻之四,钻石,800,,,
121079,1,1,1,2,154,201021,中级物防之一,钻石,800,,,
121080,1,1,1,2,154,201022,中级物防之二,钻石,800,,,
121081,1,1,1,2,154,201023,中级物防之三,钻石,800,,,
121082,1,1,1,2,154,201024,中级物防之四,钻石,800,,,
121083,1,1,1,2,154,201121,中级法攻之一,钻石,800,,,
121084,1,1,1,2,154,201122,中级法攻之二,钻石,800,,,
121085,1,1,1,2,154,201123,中级法攻之三,钻石,800,,,
121086,1,1,1,2,154,201124,中级法攻之四,钻石,800,,,
121087,1,1,1,2,154,201221,中级法防之一,钻石,800,,,
121088,1,1,1,2,154,201222,中级法防之二,钻石,800,,,
121089,1,1,1,2,154,201223,中级法防之三,钻石,800,,,
121090,1,1,1,2,154,201224,中级法防之四,钻石,800,,,
121091,1,1,1,2,0,201321,中级穿透之一,钻石,1000,,,
121092,1,1,1,2,0,201322,中级穿透之二,钻石,1000,,,
121093,1,1,1,2,0,201323,中级穿透之三,钻石,1000,,,
121094,1,1,1,2,0,201324,中级穿透之四,钻石,1000,,,
121095,1,1,1,2,0,201521,中级受治疗之一,钻石,1000,,,
121096,1,1,1,2,0,201522,中级受治疗之二,钻石,1000,,,
121097,1,1,1,2,0,201523,中级受治疗之三,钻石,1000,,,
121098,1,1,1,2,0,201524,中级受治疗之四,钻石,1000,,,
122001,1,2,750,2,1000,108,战魂,钻石,50,,,
122002,1,2,1500,2,2000,108,战魂,钻石,100,,,
122003,1,2,3000,2,1000,108,战魂,钻石,200,,,
122004,1,2,20000,2,600,107,铜币,钻石,30,,,
122005,1,2,50000,2,300,107,铜币,钻石,75,,,
122006,1,2,100000,2,100,107,铜币,钻石,150,,,
122007,1,2,1,2,3000,40053,鉴定之书,钻石,25,,,
122008,1,2,1,2,2000,40053,鉴定之书,英魂,25,,,
123001,1,3,1,2,279,2006,暴风摄政王碎片,英魂,90,,,
123002,1,3,1,2,279,2014,霜狼督军碎片,英魂,90,,,
123003,1,3,1,2,279,2017,基丹碎片,英魂,90,,,
123004,1,3,1,2,279,2026,山丘之王碎片,英魂,90,,,
123005,1,3,1,2,279,2029,守望者碎片,英魂,90,,,
123006,1,3,1,2,279,2030,刺客碎片,英魂,90,,,
123007,1,3,1,2,278,2008,先知碎片,英魂,135,,,
123008,1,3,1,2,278,2010,大法师碎片,英魂,135,,,
123009,1,3,1,2,279,2013,灰舌死誓者碎片,英魂,135,,,
123010,1,3,1,2,279,2024,暗矛巨魔碎片,英魂,90,,,
123011,1,3,1,2,279,2005,银白十字军碎片,英魂,90,,,
123012,1,3,1,2,278,2009,大主教碎片,英魂,90,,,
123013,1,3,1,2,279,2015,天灾首领碎片,英魂,90,,,
123014,1,3,1,2,278,2016,暮光首领碎片,英魂,135,,,
123015,1,3,1,2,278,2021,符文图腾碎片,英魂,90,,,
123016,1,3,1,2,278,2018,恐惧魔王碎片,英魂,90,,,
123017,1,3,1,2,278,2023,盘牙女王碎片,英魂,90,,,
123018,1,3,1,2,278,2003,血魔碎片,英魂,135,,,
123019,1,3,2,2,277,2003,血魔碎片,英魂,270,,,
123020,1,3,2,2,277,2006,暴风摄政王碎片,英魂,180,,,
123021,1,3,2,2,277,2014,霜狼督军碎片,英魂,180,,,
123022,1,3,2,2,277,2017,基丹碎片,英魂,180,,,
123023,1,3,2,2,277,2026,山丘之王碎片,英魂,180,,,
123024,1,3,2,2,277,2029,守望者碎片,英魂,180,,,
123025,1,3,2,2,277,2030,刺客碎片,英魂,180,,,
123026,1,3,2,2,277,2008,先知碎片,英魂,270,,,
123027,1,3,2,2,277,2024,暗矛巨魔碎片,英魂,180,,,
123028,1,3,2,2,277,2005,银白十字军碎片,英魂,180,,,
123029,1,3,2,2,277,2009,大主教碎片,英魂,180,,,
123030,1,3,2,2,277,2015,天灾首领碎片,英魂,180,,,
123031,1,3,2,2,277,2010,大法师碎片,英魂,270,,,
123032,1,3,2,2,277,2013,灰舌死誓者碎片,英魂,270,,,
123033,1,3,2,2,277,2016,暮光首领碎片,英魂,270,,,
